"titulo","cdd","Criado_por","Observação","Tipo","Enviado para SIBI","Normalizado","Remissiva"
"EUNÔMIO DE CÍZICO (Bispo de Cízico, ca. 335-393)","189.2 E88","","","Autor","","",""
"EUNOMIUS OF CYZICUS ver EUNÔMIO DE CÍZICO)","","","","Autor","","",""
"EURÍPEDES, poeta trágico grego (480-406 a.C.)","888.2 E881","fflch","","Autor","","",""
"Europa","914","fflch","","Assunto","","",""
"Europa Central","914.3","fflch","","Assunto","","",""
"Eusébio ^c de Cesareia,, Bispo ^d (ca. 265-339)","189.2 E91","","","Autor","Não enviado","Normalizado","Eusebius of Caesarea, Bishop of Caesarea (ca.260-ca.340) Eusébio de Cesareia"
"EVANGELHOS (Bíblia)","226","fflch","","Assunto","","",""
"EVANGELISMO","269.2","fflch","","Assunto","","",""
"EVAPORAÇÃO","551.572","fflch","","Assunto","","",""
"EVENTOS (Obs.: Composição do número de chamada: assunto principal; tabela de autor pelo autor do evento (congresso, seminário, encontro, etc...) e ano do evento)","","fflch","","Assunto","","",""
"EVOLUÇÃO URBANA","626.1307.14 (*)","fflch","","Assunto","","",""
"EVOLUCIONISMO","146.7 - na filosofia575.016 - teoria ; 575.0162 (darwinismo)","fflch","","Assunto","","",""
"excluir assim que possivel","123123","","verificar assim que possível Rita","","","",""
"EXISTÊNCIA (Filosofia)","111.1","fflch","","Assunto","","",""
"EXISTENCIALISMO","142.78","fflch","","Assunto","","",""
"ÊXODO RURAL (Sociologia)","307.24","fflch","","Assunto","","",""
"ÊXODO URBANO (Sociologia)","307.26","fflch","","Assunto","","",""
"EXORCISMO","265.94","fflch","","Assunto","","",""
"EXPANSÃO URBANA","307.14","fflch","","Assunto","","",""
"EXPECTATIVA DE VIDA","304.645","fflch","","Assunto","","",""
"EXPEDIÇÕES CIENTÍFICAS","910.9","fflch","","Assunto","","",""
"EXPIAÇÃO","291.22","fflch","","Assunto","","",""
"EXPLORADORES","910.92","fflch","","Assunto","","",""
"EXPORTAÇÃO","382.6","fflch","","Assunto","","",""
"EXPRESSÕES POPULARES (Folclore)","398.9","fflch","","Assunto","","",""
"EXTREMA-UNÇÃO","265.7","fflch","","Assunto","","",""
"Extremo Oriente","915","fflch","","Assunto","","",""
"FÁBIO PICTOR, historiador latino (séc. III a.C.)","879","fflch","","Assunto","","",""
"FÁBULA","398.2","fflch","","Assunto","","",""
"Faixa de Gaza","915.31","fflch","","Assunto","","",""
"FALISCO","871.4  F179","","","Autor","","",""
"Faliscus, Gratius v. FALISCO","","","VER FALISCO","Autor","","",""
"FAMÍLIA","301.42306.85 (*)","fflch","","Assunto","","",""
"FAMÍLIA (História)","301.4209","fflch","","Assunto","","",""
"FAMÍLIA (Povos primitivos)","301.442","fflch","","Assunto","","",""
"FAMÍLIA MATRIARCAL","301.42306.859 (*)","fflch","","Assunto","","",""
"FAMÍLIA PATRIARCAL","301.42306.858 (*)","fflch","","Assunto","","",""
"FAUNA","591.9","fflch","","Assunto","","",""
"FAVELAS","301.36","fflch","","Assunto","","",""
"Federação da Malásia","915.95","fflch","","Assunto","","",""
"Federação das Repúblicas Soviéticas v. Rússia","","fflch","","Assunto","","",""
"FEDERALISMO","321.02","fflch","","Assunto","","",""
"FEDRO, Caio Júlio, fabulista latino (15 a.C.-50 d.C.)","871.6 F318","fflch","","Autor","","",""
"FEITIÇARIA","133.43301.452/291.33","fflch","","","","",""
"FEITIÇARIA (Sociologia)","301.452306.4 (*)","fflch","","Assunto","","",""
"FELICIDADE (Filosofia)","171.4","fflch","","Assunto","","",""
"FEMINISMO","301.412","fflch","","Assunto","","",""
"FENOLOGIA","578.42","fflch","","Assunto","","",""
"FENOMENOLOGIA","142.7","fflch","","Assunto","","",""
"Ferguson, Adam","192.6","","Solicitação do Prof.Pedro Pimenta de que as obras desseautor fiquem reunidas","Autor","","",""
"FERIADOS","394.2","fflch","","Assunto","","",""
"FERREIRA, BARROS.","869.37","","","","","",""
"FERTILIDADE HUMANA (População)","301.321304.632 (*)","fflch","","Assunto","","",""
"FESTAS (Sociologia)","394.2","fflch","","Assunto","","",""
"FESTAS CATÓLICAS","263.97","fflch","","Assunto","","",""
"FESTAS JUNINAS","394.2","7096021","","Assunto","","",""
"FESTAS POPULARES","394.2","fflch","","Assunto","","",""
"FESTAS RELIGIOSAS","304.2682291.36 (*)","fflch","","Assunto","","",""
"FETICHISMO RELIGIOSO","291.21","fflch","","Assunto","","",""
"FEUDALISMO","321.3","fflch","","Assunto","","",""
"Feuerbach, Ludwig (1804-1872)","193 F423","","","Assunto","","",""
"FGTS","331.255","fflch","","Assunto","","",""
"FICÇÃO (GÊNERO) - ITÁLIA","853","7096021","","Assunto","","",""
"FICHTE, Johann Gottlieb, filósofo alemão (1762-1814)","193.3 F445","fflch","","Autor","","",""
"Ficino, Marsilio (1433-1499)","189.9 F446","","","","","",""
"FIGUEIREDO, FIDELINO DE. 1888-1967","869.47","","","","","",""
"Figure del pensiero medievale","189 F477 v.","2508542","","","","",""
"FILIAÇÃO PARTIDÁRIA","324.72","fflch","","Assunto","","",""
"Filipinas","915.99","fflch","","Assunto","","",""
"FILOLOGIA CLÁSSICA","480","","","","","",""
"FILON de Alexandria","186.4 F488","","Falta corrigir as demais notações no Dedalus (22/7/11)","Autor","","",""
"Filon de Alexandria v. FILON de Alexandria","","","","Autor","","",""
"Filon, A. v. FILON de Alexandria","","","","Autor","","",""
"Filone di Alessandria v. FILON de Alexandria","","","","Autor","","",""
"FILOSOFIA","100","fflch","","Assunto","","",""
"FILOSOFIA (História)","109","fflch","","Assunto","","",""
"FILOSOFIA (Metodologia)","101","fflch","","Assunto","","",""
"FILOSOFIA AFRICANA","199.6","fflch","","Assunto","","",""
"FILOSOFIA ALEMÃ","193","fflch","","Assunto","","",""
"FILOSOFIA AMERICANA","191","fflch","","Assunto","","",""
"FILOSOFIA ANTIGA","180","fflch","","Assunto","","",""
"FILOSOFIA ÁRABE","181.947","fflch","","Assunto","","",""
"FILOSOFIA ARGENTINA","199.82","fflch","","Assunto","","",""
"Filosofia aristotélica v. ARISTOTELISMO","","fflch","","Assunto","","",""
"FILOSOFIA AUSTRÍACA","193.99","fflch","","","","",""
"FILOSOFIA BRASILEIRA","199.81","fflch","","Assunto","","",""
"FILOSOFIA CHINESA"," 181.11   199.51 (tempo atual)","fflch","","Assunto","","",""
"FILOSOFIA CHINESA ANTIGA","181.11","fflch","","Assunto","","",""
"FILOSOFIA CONTEMPORÂNEA","190","fflch","","Assunto","","",""
"FILOSOFIA CONTEMPORÂNEA (ALEMANHA)","198.9","","","Assunto","","",""
"FILOSOFIA CRISTÃ","189","fflch","","Assunto","","",""
"FILOSOFIA CRÍTICA","142","fflch","","Assunto","","",""
"FILOSOFIA DA ARTE","701","fflch","","Assunto","","",""
"FILOSOFIA DA CIÊNCIA","501","fflch","","Assunto","","",""
"FILOSOFIA DA EDUCAÇÃO","370.1","fflch","","Assunto","","",""
"FILOSOFIA DA HISTÓRIA","901","fflch","","Assunto","","",""
"FILOSOFIA DA LINGUAGEM","401","fflch","","Assunto","","",""
"FILOSOFIA DA MATEMÁTICA","510.1","fflch","","Assunto","","",""
"Filosofia da Mente","128.2","","","Assunto","","",""
"Filosofia da natureza v. COSMOLOGIA (Filosofia)","","fflch","","Assunto","","",""
"Filosofia da práxis v. PRÁXIS","","fflch","","Assunto","","",""
"FILOSOFIA DA SOCIOLOGIA","301.01","fflch","","Assunto","","",""
"FILOSOFIA DO RENASCIMENTO","189.9","fflch","","Assunto","","",""
"Filosofia dos valores v. AXIOLOGIA","","fflch","","Assunto","","",""
"FILOSOFIA ESCANDINAVA","198","fflch","","Assunto","","",""
"FILOSOFIA ESCOLÁSTICA","189.4","fflch","","Assunto","","",""
"FILOSOFIA ESPANHOLA","196","fflch","","Assunto","","",""
"FILOSOFIA FRANCESA","194","fflch","","Assunto","","",""
"FILOSOFIA GREGA (FFT/FFI)","182 a 188","fflch","Verificar se é pré-socrática, socrática, neoplatônica....","Assunto","","",""
"FILOSOFIA HINDU ANTIGA","181.4","fflch","","Assunto","","",""
"FILOSOFIA HINDU MODERNA","199.54","fflch","","Assunto","","",""
"FILOSOFIA HINDU-BRAMÂNICA","181.41","","","Assunto","","",""
"FILOSOFIA HOLANDESA","199.492","fflch","","Assunto","","",""
"FILOSOFIA HÚNGARA","199.439","fflch","","Assunto","","",""
"FILOSOFIA INDIANA","181.4","","","Assunto","","",""
"FILOSOFIA INGLESA","192","fflch","","Assunto","","",""
"FILOSOFIA IRANIANA (Antiga Pérsia)","181.5","fflch","","Assunto","","",""
"FILOSOFIA ITALIANA","195","fflch","","Assunto","","",""
"FILOSOFIA JAINISTA","181.044","","","Assunto","","",""
"FILOSOFIA JUDAICA","181.3181.06","fflch","antiga e medieval","Assunto","","",""
"FILOSOFIA LATINO-AMERICANA","199.8","fflch","","Assunto","","",""
"FILOSOFIA MEDIEVAL","189","fflch","Em se tratando de um filósofo como assunto, especificar o SÉCULO na indexação.","Assunto","","",""
"FILOSOFIA MEDIEVAL (História)","189.09","fflch","","Assunto","","",""
"FILOSOFIA MÍSTICA","189.5","fflch","","Assunto","","",""
"FILOSOFIA MODERNA","190","fflch","","Assunto","","",""
"FILOSOFIA MODERNA (História)","190.9","fflch","","Assunto","","",""
"Filosofia moral v. ÉTICA","","fflch","","Assunto","","",""
"FILOSOFIA ORIENTAL","181","fflch","","Assunto","","",""
"FILOSOFIA PATRÍSTICA (séc. I-VII)","189.2","fflch","UP PATRÍSTICA","Assunto","","",""
"Filosofia política v. IDEOLOGIA POLÍTICA","","fflch","","","","",""
"FILOSOFIA POLONESA","199.438","fflch","","Assunto","","",""
"FILOSOFIA PORTUGUESA","196.9","fflch","","Assunto","","",""
"FILOSOFIA PRÉ-SOCRÁTICA","182","fflch","","Assunto","","",""
"Filosofia renascentista v. FILOSOFIA DO RENASCIMENTO","","fflch","","Assunto","","",""
"FILOSOFIA RUSSA","197","fflch","","Assunto","","",""
"FILOSOFIA SOCRÁTICA","183.2","fflch","","Assunto","","",""
"FILOSOFIA TCHECA","199.437","fflch","","Assunto","","",""
"FINANÇAS","332","fflch","","Assunto","","",""
"FINANÇAS INTERNACIONAIS","332.042","fflch","","Assunto","","",""
"FINANÇAS PÚBLICAS","336","fflch","","Assunto","","",""
"FINANCIAMENTO DA HABITAÇÃO","363.582","fflch","","Assunto","","",""
"FINANCIAMENTO DE CAMPANHA ELEITORAL","324.78","fflch","","Assunto","","",""
"FINANCIAMENTO DE PARTIDOS POLÍTICOS","324.21","fflch","","Assunto","","",""
"FINK, Eugen, filósofo contemporâneo","193.99","fflch","","Autor","","",""
"Finlândia","914.897","fflch","","Assunto","","",""
"Fiore dei Santi Padri, Dottori e Scrittori Ecclesiastici","189 F518 v.","","","Coleção","","",""
"Fisiogeografia v. GEOGRAFIA FÍSICA","","fflch","","Assunto","","",""
"Fisiografia v. GEOMORFOLOGIA","","fflch","","Assunto","","",""
"FITOGEOGRAFIA","615.01581.9 (*)","fflch","","Assunto","","",""
"Flacci, Calpurnii  v.  Flaco, Calpurnio","","","Ver  Flaco, Calpurnio","Autor","","",""
"Flaccus, Calpurnius","","","","Autor","","",""
"Flaco, Calpurnio","875 F592","","","Autor","","",""
"FLAGELAÇÃO","291.34","fflch","","Assunto","","",""
"FLORA","581.9","fflch","","Assunto","","",""
"Flores","915.986","fflch","","Assunto","","",""
"FLUSSER, VILÉM","199 F647","fflch","","","","",""
"FMI","332.152","","","Assunto","","",""
"FOLCLORE","398","fflch","","Assunto","","",""
"Folclore - Brasil","398.0981","","","Assunto","","",""
"FOLCLORE INFANTIL","398/398.5-8 (*)","fflch","","","","",""
"FOLK LITERATURE (Coleção)","301.2/F666","fflch","","Coleção","","",""
"FOME","363.8","fflch","","Assunto","","",""
"FONÉTICA","414","","","","","",""
"FONOLOGIA","414","","","","","",""
"Fontes Christiani","189 F683 v.","","","Coleção","","",""
"FONTES CHRISTIANI REIHE","189 F683 v. pt.","","","Coleção","","",""
"FORÇAS ARMADAS","355","fflch","","Assunto","","",""
"FORMA (Filosofia)","117","fflch","","Assunto","","",""
"FORMAÇÃO DE PROFESSORES","371.12","","","Assunto","","",""
"FORMAÇÃO DO LATIM LITERÁRIO","871.1","fflch","","Assunto","","",""
"FORMAÇÃO DO SOLO","551.305","fflch","","Assunto","","",""
"FORMAÇÕES ATMOSFÉRICAS","551.551","fflch","","Assunto","","",""
"FÓSSEIS","561","fflch","","Assunto","","",""
"FOSSILIZAÇÃO","561","fflch","","Assunto","","",""
"FOTOGEOLOGIA","485526.982 (*)","fflch","","Assunto","","",""
"FOTOGRAFIA","770779","bib","","Assunto","","",""
"FOTOGRAFIA (SÃO PAULO)","779.981","bib","","Assunto","","",""
"FOTOGRAFIA - BRASIL","770.981","bib","","Assunto","","",""
"FOTOGRAMETRIA","482526.982 (*)","fflch","","Assunto","","",""
"FOTOÍNDICES","526.982","fflch","","Assunto","","",""
"FOTOINTERPRETAÇÃO","526.982","fflch","","Assunto","","",""
"FOTOLITOGRAFIA","686.2325","fflch","","Assunto","","",""
"FOUCAULT, Michel, filósofo francês contemporâneo (1926-1984)","194 F762","fflch","","Autor","","",""
"França","914.4","fflch","","Assunto","","",""
"FRANÇA JUNIOR, JOAQUIM J. DE. 1838-1890","869.9241","","","","","",""
"FRANCÊS - ALFABETO","440","","","","","",""
"FRANCÊS - DIALETOS","440","","","","","",""
"FRANCES - ESTILISTICA","808.044","","","","","",""
"FRANCÊS - ESTUDO E ENSINO","440.7","","","","","",""
"FRANCÊS - ETIMOLOGIA","440","","","","","",""
"FRANCÊS - EXERCÍCIOS","448","","","","","",""
"FRANCÊS - FONOLOGIA","440","","","","","",""
"FRANCÊS - GRAMÁTICA","445","","","","","",""
"FRANCES - REDAÇÃO","808.044","","","","","",""
"FRANCES - VERSIFICAÇÃO","808.044","","","","","",""
"FRANCISCANOS","255.3271.3   -  na história na igreja","fflch","","Assunto","","",""
"Francisco Suárez 1548-1617","196.1 S939","","","","","",""
"Francisco, de Assis, Santo 1182-1226","271.3 F818 (na história da igreja)255.3 F818","7096021","","Assunto","Não enviado","Não normalizado"," Francisco de Assis, SãoSão Francisco de Assis"
"FRASEOLOGIA","415","bib","","Assunto","","",""
"FRAUDE ELEITORAL","324.66","fflch","","Assunto","","",""
"FREUD, Sigmund (1856-1939)","150.1952","fflch","","","","",""
"FREYRE, GILBERTO (1900 - 1987)","309.181 F894","1702036","","Autor","","",""
"Friedrich Schlegel (1772 - 1829)","193 S339","","","","","",""
"FRONTÃO, MARCO CORNÉLIO escritor romano","876.3","fflch","","Autor","","",""
"FRONTEIRAS (Geopolítica)","320.12","fflch","","Assunto","","",""
"Fronto, Marcus Cornélius v. FRONTÃO, MARCO CORNÉLIO escritor romano","","","VER FRONTÃO, MARCO CORNÉLIO escritor romano","Autor","","",""
"FUENTES PATRISTICAS (Coleção em Espanhol) (Ed. Ciudad Nueva)","189.2 F954 v.","","","Coleção","","",""
"FUENTES PATRISTICAS - ESTUDIOS (Coleção em Espanhol) (Ed. Ciudad Nueva)","189.2 Fe954 v.","","","Coleção","","",""
"FUNDAMENTALISMO RELIGIOSO","200.1","fflch","","Assunto","","",""
"Fundo de garantia por tempo de serviço v. FGTS","","fflch","","Assunto","","",""
"FUNDO OCEÂNICO","551.4607","fflch","","Assunto","","",""
"FUNDO RURAL","331.255","fflch","","Assunto","","",""
"FURACÕES","551.552","fflch","","Assunto","","",""
"FUTEBOL","796.334","fflch","","Assunto","","",""
"FUTEBOL (Brasil)","796.3340981","fflch","","Assunto","","",""
"FUTUROLOGIA","303.49","fflch","","Assunto","","",""
"Gabão","916.721","fflch","","Assunto","","",""
"GADAMER, Hans-Georg (1900-2002)","193 G123","","","Autor","","",""
"GALEGO - LÍNGUA - HISTÓRIA","469.794","","","","","",""
"Gâmbia","916.651","fflch","","Assunto","","",""
"Gana","916.67","fflch","","Assunto","","",""
"GARRET, JOÃO B. DA S. L. DE A. 1799-1854","869.151","","","","","",""
"GARRET, JOÃO BATISTA DE ALMEIDA.","869.351","","","","","",""
"Garrett, João Baptista da Silva Leitão de Almeida, 1799-1854","869.251 G224","","Literatura portuguesa - Teatro","Autor","","",""
"GAULLISMO","320.54","fflch","","Assunto","","",""
"GELEIRAS","551.312","fflch","","Assunto","","",""
"Gelio, Aulo","878 G281","","","Autor","","",""
"Gelle, Aulu v. Gelio, Aulo","","","VER Gelio, Aulo","Autor","","",""
"GEMAS","553.8","fflch","","Assunto","","",""
"GENEALOGIA (História das famílias)","929.2","fflch","","Assunto","","",""
"GENOCÍDIO","364.151","fflch","","Assunto","","",""
"GENOCÍDIO (Demografia)","304.663","fflch","","Assunto","","",""
"Geocartografia v. CARTOGRAFIA","4","fflch","","Assunto","","",""
"GEOCIÊNCIAS","610550 (*)","fflch","","Assunto","","",""
"GEOCRONOLOGIA","610.39551.701 (*)","fflch","","Assunto","","",""
"GEODÉSIA","42526.1 (*)","fflch","","Assunto","","",""
"Geoffrey of Clairvaux (ca.1115/20 - 1188)","189 G343","","Geoffrey of Auxerre ; Gottfried von Auxerre ; Gottfried von Clairvaux","Autor","","",""
"GEOFÍSICA","610.33550 (*)","fflch","","Assunto","","",""
"GEOFÍSICA APLICADA (*) (Obs.: colocar no assunto onde a Geofísica é aplicada)","","fflch","","Assunto","","",""
"GEOFÍSICA DA TERRA","550","fflch","","Assunto","","",""
"GEOFÍSICA ESPACIAL","550","fflch","","Assunto","","",""
"GEOFÍSICA MARINHA","550","fflch","","Assunto","","",""
"GEOFÍSICA MATEMÁTICA","550","fflch","","Assunto","","",""
"GEOFÍSICA NUCLEAR","550","fflch","","Assunto","","",""
"GEOGRAFIA","509910 (*)","fflch","","Assunto","","",""
"GEOGRAFIA (DICIONÁRIOS)","R903.1 910.3 (*)","fflch","","Assunto","","",""
"GEOGRAFIA (DIRETÓRIOS)","910.25","fflch","","Assunto","","",""
"GEOGRAFIA (ENCICLOPÉDIAS)","910.3","fflch","","Assunto","","",""
"GEOGRAFIA (ESTUDO E ENSINO)","516910.07","fflch","","Assunto","","",""
"Geografia (Filosofia) v. PENSAMENTO GEOGRÁFICO","","fflch","","Assunto","","",""
"GEOGRAFIA (METODOLOGIA)","910.072","fflch","","Assunto","","","51 número antigo, não usar!"
"Geografia (Teoria) v. PENSAMENTO GEOGRÁFICO","","fflch","","Assunto","","",""
"GEOGRAFIA - FRANÇA","914.4","7096021","","Assunto","","Normalizado",""
"GEOGRAFIA AGRÁRIA","333 (Economia Terra)  630 (Agricultura - Tecnol)  /  627.6  (Fora de uso)","fflch","627.6  - classif. antiga da Bib Geografia (FFI / FFG)","Assunto","","Normalizado",""
"GEOGRAFIA AGRÁRIA - BRASIL","333.00981","","","Assunto","","Normalizado",""
"Geografia agrícola v. GEOGRAFIA AGRÁRIA","","fflch","","Assunto","","",""
"GEOGRAFIA CULTURAL","660304.2 (*)","fflch","","Assunto","","",""
"GEOGRAFIA DA POPULAÇÃO","312","fflch","","Assunto","","",""
"GEOGRAFIA DO BRASIL","918.1","fflch","","Assunto","","",""
"GEOGRAFIA ECONÔMICA","330.9","fflch","","Assunto","","",""
"GEOGRAFIA FÍSICA","61551 (*)","fflch","","Assunto","","",""
"GEOGRAFIA HISTÓRICA","911","fflch","","Assunto","","",""
"GEOGRAFIA HUMANA (FFG)","304.2 (*)","fflch","","","","",""
"GEOGRAFIA INDUSTRIAL (FFG)","624.3338.6042 (*)","fflch","","Assunto","","",""
"GEOGRAFIA MATEMÁTICA","526","fflch","","Assunto","","",""
"GEOGRAFIA MEDIEVAL","911.02","fflch","","Assunto","","",""
"GEOGRAFIA POLÍTICA","320.12","fflch","","Assunto","","",""
"GEOGRAFIA REGIONAL","700910.021","fflch","","Assunto","","",""
"Geografia Rural v. GEOGRAFIA AGRÁRIA","","fflch","","Assunto","","",""
"Geografia Social v. GEOGRAFIA CULTURAL","","fflch","","Assunto","","",""
"GEOGRAFIA TURÍSTICA","338.9741","fflch","","Assunto","","",""
"GEOGRAFIA URBANA","304.2","fflch","","Assunto","","",""
"GEOLOGIA","610551","fflch","","Assunto","","",""
"GEOLOGIA AMBIENTAL","333.7","fflch","","Assunto","","",""
"GEOLOGIA APLICADA (*) (Obs.: colocar no assunto onde a Geologia é aplicada)","610.38/CDD (*)","fflch","","Assunto","","",""
"GEOLOGIA DE CAMPO","554.9","","","Assunto","","",""
"GEOLOGIA DE SUPERFÍCIE","551.3","fflch","","Assunto","","",""
"GEOLOGIA ECONÔMICA","610.8553","fflch","","Assunto","","",""
"GEOLOGIA ESTRUTURAL","551.8","fflch","","Assunto","","",""
"GEOLOGIA EXTRATERRESTRE","559","","","Assunto","","",""
"GEOLOGIA FÍSICA","551551.09","fflch","","Assunto","","",""
"GEOLOGIA HISTÓRICA","610.44551.7","fflch","","Assunto","","",""
"GEOLOGIA MARINHA","551.4608","fflch","","Assunto","","",""
"GEOLOGIA REGIONAL","610.37554.9","fflch","","Assunto","","",""
"GEOMORFOLOGIA","551.4","fflch","","Assunto","","","611 (Não usar)"
"GEOMORFOLOGIA APLICADA (*)","551.4","fflch","Obs.: colocar no assunto onde a Geomorfologia é aplicada / 611.5 (Não esse usar n. classif.)","Assunto","","",""
"GEOMORFOLOGIA CÁRSTICA","551.447","fflch","611.1 - Não usar n. classif.","Assunto","","",""
"GEOMORFOLOGIA CLIMÁTICA","551.302","fflch","611.1 (Não usar n. classif.)","Assunto","","",""
"Geomorfologia Costeira v. GEOMORFOLOGIA LITORÂNEA","","fflch","","Assunto","","",""
"GEOMORFOLOGIA DE REGIÕES PLANAS","551.45","fflch","","Assunto","","",""
"GEOMORFOLOGIA ESTRUTURAL","551.4","fflch","611.2 (não usar n. classif.)","Assunto","","",""
"GEOMORFOLOGIA LITORÂNEA","551.457","fflch","611.4 (não usar n. classif.)","Assunto","","",""
"GEOPOLÍTICA","320.12","fflch","","Assunto","","",""
